title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Natsume's Book of Friends: The Waking Rock and the Strange Visitor",movie,Animation,2021,tt13210990,7.2,269,
"Bakumatsu Kitan Shinsen5 Ni: Fuun Iga Goe",movie,Action,2013,,,,
"Becoming Cousteau",movie,"Adventure, Biography, Documentary",2021,tt10334438,7.1,1579,
CODA,movie,"Comedy, Drama, Music",2021,tt10366460,8,175299,
"On the Count of Three",movie,"Comedy, Crime, Drama",2021,tt11160650,7,9588,
Homeroom,movie,Documentary,2021,tt13622168,5.6,280,
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",movie,"Documentary, History, Music",2021,tt11422728,8,14464,
"Try Harder!",movie,Documentary,2021,tt13648160,7.2,519,
President,movie,Documentary,2021,tt13648222,7.7,457,
"First Date",movie,"Comedy, Crime, Mystery",2021,tt8897874,5.4,734,
"The Sadness",movie,Horror,2021,tt13872248,6.5,22378,
"The Ultimate Playlist of Noise",movie,"Comedy, Drama, Music",2021,tt11268742,6.6,1128,
"Sexual Drive",movie,"Comedy, Drama",2021,tt13886770,5.6,739,
"Grisaia: Phantom Trigger the Animation - Stargazer",movie,"Animation, Action",2020,,,,
"The Battle at Lake Changjin",movie,"Action, Drama, History",2021,tt13462900,5.5,4448,
"Gura Gura",movie,Romance,2019,,,,
"Tokyo Breed: The Rise of One",movie,Documentary,2020,,,,
"Itakunai Shinikata",movie,Drama,2020,tt26902287,6.7,18,
Men,movie,"Drama, Fantasy, Horror",2022,tt13841850,6,72330,
"Anaïs in Love",movie,"Comedy, Drama, Romance",2021,tt13142240,6.4,2142,
"Playmobil: Die Rettung der Dinosaurier",movie,"Animation, Family",2019,,,,
"All My Puny Sorrows",movie,Drama,2021,tt13588156,6.1,866,
"Jinrou Gêmu: Desugêmu no uneinin",movie,Mystery,2020,tt13581026,6.2,21,
Nocebo,movie,"Horror, Thriller",2022,tt11212572,5.8,8100,
"Count Me In",movie,"Documentary, Music",2021,tt6889042,6.8,2317,
"The Night Belongs to Lovers",movie,"Drama, Romance",2021,tt13779412,5.6,299,
"A Way Station",movie,"Drama, Romance",2021,tt21038832,6.7,32,
"Kamen Rider 555: Paradise Lost",movie,"Action, Drama, Fantasy",2003,tt2139913,7.3,254,
"Shiori no Inmu",movie,Horror,2019,tt26698718,3.3,22,
"Montana Story",movie,Drama,2021,tt13656980,6.5,3698,
"The Whale",movie,Drama,2022,tt13833688,7.6,239767,
"Captains of Za'atari",movie,"Documentary, Sport",2021,tt10676022,6.8,157,
"We Love Television?",movie,Documentary,2017,tt7363342,5.9,7,
"Kamen Rider Den-O: Pretty Den-O Appears!",movie,"Action, Comedy, Fantasy",2020,tt12888306,7.4,19,
"Sad Whistling",movie,Drama,1949,tt0428720,6.4,6,
Tentacles,movie,"Drama, Fantasy, Horror",2021,tt11828644,5.1,1118,
"The Origin of Evil",movie,"Drama, Thriller",2022,tt13729232,6.6,2009,
"Izu no odoriko",movie,"Drama, Romance",1954,tt0271015,6.4,20,
"Quiz Lady",movie,Comedy,2023,tt13405810,6.7,23069,
"The Almond and the Seahorse",movie,Drama,2022,tt7326608,5.4,556,
"Burn It All",movie,Thriller,2021,tt9139292,4,182,
"HoneyWorks 10th Anniversary “LIP×LIP FILM×LIVE”",movie,Animation,2020,,,,
Lamb,movie,"Drama, Fantasy, Horror",2021,tt9812474,6.3,41702,
"Last Survivors",movie,"Crime, Thriller",2021,tt13889602,4.9,2970,
"Ballet Dragon Quest ~ Star Dancers Ballet",movie,Musical,2002,tt13906182,,,
"Kikai Sentai Zenkaiger: The Movie",movie,"Action, Short",2021,tt13711080,6.6,31,
Sanak,movie,"Action, Thriller",2021,tt13912632,6.6,11092,
"Kyofu shinbun",movie,Horror,1996,tt0229522,,,
"Bad Luck Banging or Loony Porn",movie,"Comedy, Drama",2021,tt14033502,6.5,11201,
"Dark Web: Cicada 3301",movie,"Action, Comedy, Thriller",2021,tt8110246,5,2714,
"Amor Bandido",movie,"Crime, Drama, Romance",2021,tt14278608,5.4,276,
Cube,movie,"Horror, Mystery, Sci-Fi",2021,tt13975458,4.5,2761,
"Love Live! Nijigasaki High School Idol Club First Live with You!",movie,Music,2019,,,,JP
"Remain in Twilight",movie,"Comedy, Drama, Fantasy",2021,tt14404728,5.9,65,
Rubikon,movie,"Drama, Sci-Fi, Thriller",2022,tt13829262,5,4728,
"Riotsville, U.S.A.",movie,"Documentary, History",2022,tt11398388,6.7,416,
"Killer Shark",movie,Horror,2021,tt15332236,4.3,143,
"In Those Days",movie,Drama,2021,tt14799066,6.2,111,
"Tomorrow's Dinner Table",movie,Drama,2021,tt14424482,5.6,41,
"In the Wake",movie,Crime,2021,tt14423692,6.5,404,
"Blood Moon",movie,"Drama, Fantasy, Horror",2021,tt11828648,5.8,873,
"The Feast",movie,"Drama, Horror, Mystery",2021,tt10738906,5.6,4119,
"WeWork: or The Making and Breaking of a $47 Billion Unicorn",movie,Documentary,2021,tt11188154,6.6,3881,
"Night Raiders",movie,"Action, Sci-Fi, Thriller",2021,tt9568230,5.3,1852,
"Knights of Valour",movie,"Action, History, War",2021,tt14226282,5.1,90,
"What Do We See When We Look at the Sky?",movie,"Comedy, Drama, Romance",2021,tt14035154,6.8,2196,
"Kid 90",movie,"Biography, Documentary, History",2021,tt14035292,6.8,3660,
"The Making of One Missed Call: Final",movie,"Horror, Documentary",2006,,,,
"The Three Musketeers - Part I: D'Artagnan",movie,"Action, Adventure, History",2023,tt12672536,6.7,23802,
"Wadaiko Girls",movie,Family,2021,tt14474636,5.7,18,
Itomichi,movie,Drama,2021,tt14246700,6.7,563,
"Death Saved My Life",movie,"Drama, Horror, Thriller",2021,tt13646412,5.9,759,
"Another Battle/Conspiracy",movie,Action,2002,tt2098804,6.5,19,
Nitram,movie,"Crime, Drama, Thriller",2021,tt13694628,7.1,11397,
Doors,movie,Sci-Fi,2021,tt12483708,3.6,3617,
"The Marsh King's Daughter",movie,"Crime, Drama, Mystery",2023,tt8002382,5.9,13574,
"BanG Dream! Episode of Roselia I: Promise",movie,"Animation, Drama, Music",2021,tt13911494,8,53,
Sister,movie,Drama,2021,tt12788426,6.6,528,
"The Pledge to Megumi",movie,Drama,2021,,,,
"Yamikin Queen",movie,Drama,2020,tt13174834,,,
"Maggie Moore(s)",movie,"Comedy, Crime, Mystery",2023,tt14181816,6.2,8923,
Fishmans,movie,Documentary,2021,tt14141970,8.1,71,
"Kamen Rider Saber: The Phoenix Swordsman and the Book of Ruin",movie,"Action, Fantasy, Short",2020,tt13291194,6.3,34,
"The United States vs. Billie Holiday Special: Lee Daniels and Cast Interviewed by Oprah Winfrey",movie,"Drama, Documentary, TV Movie",2021,,,,
"I'm Totally Fine",movie,"Comedy, Drama, Sci-Fi",2022,tt14122288,6,1257,
"What's Love Got to Do with It?",movie,"Comedy, Drama, Romance",2022,tt13430858,6.3,11314,
"Mashin Sentai Kiramager vs Ryusoulger",movie,Action,2021,tt14142352,6.9,23,
"Girl in the Basement",movie,"Crime, Thriller",2021,tt13269536,6.3,15679,
"Niji no naka no remon",movie,Drama,1968,tt0294790,,,
Hellblazers,movie,"Action, Horror",2022,tt11525390,4.5,821,
"Future – World – EXV",movie,,2019,,,,
"Sharp Stick",movie,Comedy,2022,tt14158346,4.9,2410,
Breaking,movie,"Crime, Drama, Thriller",2022,tt12311620,6.3,9430,
"Ochiba to kuchizuke",movie,,1969,tt1931501,,,
"Sex Appeal",movie,"Comedy, Drama, Romance",2022,tt11203022,5.3,3605,
"The Requin",movie,"Horror, Thriller",2022,tt11348232,2.6,7106,
"Gegege no Kitarô: Gekitotsu!! Ijigen yôkai no daihanran",movie,"Animation, Fantasy",1986,tt12256808,6.7,10,
"Gegege no Kitarô: Saikyô yôkai gundan! Nihon jôriku!!",movie,"Animation, Fantasy",1986,tt12228138,,,
"Fulci Talks",movie,Documentary,2021,tt14200364,6.9,71,
"Film o filmu V síti",movie,Documentary,2021,,,,
"Fern Brady: Power & Chaos",movie,Comedy,2021,tt14606118,6.9,194,
"Something in the Water",movie,"Adventure, Drama, Horror",2024,tt22863968,4.1,4281,
Agnes,movie,"Drama, Horror",2021,tt11348542,3.8,1764,
"The Ogglies",movie,"Adventure, Animation, Family",2021,tt11992904,5.1,469,
"The Son",movie,Drama,2022,tt14458442,6.5,18221,
"God's Time",movie,"Comedy, Drama",2022,tt13528840,5,187,
"Aileen Wuornos: American Boogeywoman",movie,"Biography, Crime, Drama",2021,tt14265992,3.8,2253,
"The Immaculate Room",movie,"Drama, Thriller",2022,tt13698942,5.1,6509,
"Door Mouse",movie,"Drama, Mystery, Thriller",2022,tt5859970,5.5,662,
Watcher,movie,"Drama, Horror, Thriller",2022,tt12004038,6.3,53855,
"The Virtuoso",movie,"Action, Thriller",2021,tt4136456,5,10021,
"Mack & Rita",movie,"Comedy, Fantasy",2022,tt14330236,4.8,2356,
"Aria the Benedizione",movie,"Animation, Drama, Sci-Fi",2021,tt14292584,7.5,58,
"Father Stu",movie,"Biography, Drama",2022,tt14439896,6.5,33409,
"Guckkasten Live Concert: HAPPENING",movie,,2021,,,,
"Aquarium of the Dead",movie,"Action, Comedy, Horror",2021,tt13835046,2.9,1278,
"The Valet",movie,"Comedy, Drama, Romance",2022,tt4081630,6.7,17004,
"Sensei, Would You Sit Beside Me?",movie,Romance,2021,tt14786640,6.3,164,
"A Girl on the Shore",movie,"Drama, Romance",2021,tt14820290,5.3,152,
"Haikei tenno heika sama",movie,"Comedy, War",1963,tt0938308,6.9,37,
"Yellow Dragon's Village",movie,"Action, Drama, Horror",2021,tt21799750,5.7,141,
"One Shot",movie,"Action, Thriller",2021,tt14199590,5.6,7208,
"Infinite Storm",movie,"Drama, Thriller",2022,tt14060232,5.3,11758,
"The First Wave",movie,"Documentary, History",2021,tt13391444,7.1,1154,
"Sword of Destiny",movie,Action,2021,tt11302120,5.5,109,
"Eiga Kaiketsu Zorori: Uchuu no yuushatachi",movie,Animation,2015,tt5445028,4.2,10,
"Re:cycle of Penguindrum: Part 1 - Your Train is the Survival Tactic",movie,"Adventure, Animation, Fantasy",2022,tt14702778,6.9,42,
"The Goldfish: Dreaming of the Sea",movie,Drama,2021,tt14580998,5.7,47,
Dig,movie,Thriller,2022,tt14830582,4.4,1170,
Tsukiko,movie,Drama,2017,,,,
"Endangered Species",movie,"Action, Thriller",2021,tt13863334,4.6,2863,
"The Magic Flute",movie,"Adventure, Fantasy, Musical",2022,tt8206398,5.6,1636,
"Moby Doc",movie,"Biography, Documentary, Music",2021,tt5452210,6.6,3178,
Memory,movie,"Action, Crime, Thriller",2022,tt11827628,5.7,38663,
"Kamen Rider Zero-One Others: Kamen Rider Metsuboujinrai",movie,"Action, Sci-Fi",2021,tt13667552,7.2,60,
"Crimes of the Future",movie,"Drama, Horror, Sci-Fi",2022,tt14549466,5.8,43824,
"The Quintessential Quintuplets Movie",movie,"Animation, Comedy, Drama",2022,tt15721650,7.3,2453,
"Kyō Kara Ore Wa!! Dengeki no 17 Sai",movie,Drama,1995,,,,
"Kyō Kara Ore Wa!! Guts Daze 17 Sai",movie,,1997,,,,
"Kyō Kara Ore Wa!! Arashi wo Yobu 17 Sai",movie,,1997,,,,
"No One Will Save You",movie,"Horror, Mystery, Sci-Fi",2023,tt14509110,6.3,72890,
"Mark, Mary & Some Other People",movie,Comedy,2021,tt11832624,5.6,454,
"7 Days",movie,"Comedy, Drama",2021,tt14494586,6.5,1481,
"All the Streets Are Silent: The Convergence of Hip Hop and Skateboarding (1987-1997)",movie,Documentary,2021,tt12825680,7.1,274,
"All My Friends Hate Me",movie,"Comedy, Horror",2021,tt9340892,6.3,6873,
"India Sweets and Spices",movie,Comedy,2021,tt9896876,6.1,894,
"Last Film Show",movie,Drama,2021,tt9681686,7.4,4630,
"The Inheritance",movie,"Horror, Thriller",2024,tt9271850,4.7,2646,
Ultrasound,movie,"Drama, Mystery, Sci-Fi",2021,tt12989912,5.8,1807,
"Break Through the Darkness",movie,Drama,2021,tt13655044,5.4,232,
Paint,movie,"Comedy, Drama",2023,tt14472156,5,5855,
"Never Ending Blue",movie,Drama,2011,tt8194656,,,
"To Leslie",movie,Drama,2022,tt8129806,7.1,18531,
"The Baker",movie,"Action, Crime, Drama",2022,tt3917710,5.9,3316,
"Monster Family 2",movie,"Animation, Comedy, Family",2021,tt15096796,4.9,1286,
Blacklight,movie,"Action, Drama, Thriller",2022,tt14060094,4.8,26490,
"Koga the Dictator",movie,Drama,2015,tt4777390,,,
"What Did You Eat Yesterday?",movie,"Comedy, Drama, Romance",2021,tt14865506,7.1,561,
"A Madder Red",movie,Family,2021,tt14316810,6.6,110,
"The Wheel",movie,Drama,2021,tt14063186,6,306,
"Kôkoku gaisha, danshi-ryô no Okazu-kun",movie,Drama,2019,tt14136316,,,
"My future of being executed",movie,,2012,,,,
"Sad Angel",movie,Drama,2020,,,,
"Jun Kasai Crazy Monkey",movie,"Biography, Documentary, Sport",2021,tt15367184,7.9,7,
"Asking for It",movie,Thriller,2021,tt14850172,3.7,1017,
"See for Me",movie,"Crime, Drama, Horror",2021,tt11209212,5.8,7848,
"Alone Together",movie,"Drama, Romance",2022,tt14584284,5.4,1882,
"Tales of Terror: The Curse of Nobuhiro-san",movie,Horror,2006,,,,
"Doubting & Dancing",movie,,2019,,,,
"The Blood of Wolves II",movie,"Crime, Drama",2021,tt13514232,6.7,861,
Blue,movie,"Drama, Sport",2021,tt14611910,6.6,452,
"Kamen Rider Saber + Kikai Sentai Zenkaiger: Super Hero Senki",movie,"Action, Adventure, Comedy",2021,tt14727298,6.6,119,
Fortress,movie,"Action, Thriller",2021,tt14577300,3.3,5883,
"Junihitoe wo Kita Akuma",movie,"Comedy, Fantasy, History",2020,tt13073962,4.5,24,
"Spin Me Round",movie,"Comedy, Romance",2022,tt14596320,5.2,6391,
"Kyō Kara Ore Wa!!",movie,Action,1993,,,,
"Kyō Kara Ore Wa!! 2",movie,Action,1993,,,,
"Around the Table",movie,Drama,2021,tt14833900,6,97,
Rushed,movie,"Crime, Drama, Mystery",2021,tt10430850,5.7,3099,
"Between Us",movie,Drama,2022,tt14402084,4.9,342,
"Funny Bunny",movie,Mystery,2021,tt14227272,6,11,
"The Good Witch of Christmas",movie,"Comedy, Family, Fantasy",2022,tt14194876,4.7,552,
"Japan Gangster War Chapter 7",movie,,2020,,,,
Amiko,movie,Drama,2022,tt23322952,7,259,
"Somewhere in Queens",movie,"Comedy, Drama, Sport",2022,tt14097180,6.8,5754,
"Paradise City",movie,"Action, Thriller",2022,tt14656632,3.7,4615,
"Butt Detective: Mystery of the Ruins of Tentoumu",movie,"Animation, Adventure, Mystery",2020,,,,
"The Grapes of Joy",movie,Drama,2021,tt28317181,6.7,26,
"The Devil Wears Prada Live: ZII UNDEADSTREAM",movie,Music,2021,,,,
"Lyle, Lyle, Crocodile",movie,"Adventure, Comedy, Family",2022,tt14668630,6.1,16626,
"The Invitation",movie,"Horror, Thriller",2022,tt12873562,5.3,37428,
"Unfortunately Idols Look Good in Zombie Make Up",movie,Comedy,2019,,,,
"Seishun daizenshu",movie,"Drama, Romance",1970,tt9057044,,,
"The Midnight Maiden War",movie,Drama,2022,tt14323080,5.3,95,
"Gone Mom",movie,"Crime, Drama",2021,tt14490832,6.2,846,
"A Predator Returns",movie,"Drama, Horror, Thriller",2021,tt10457482,4.8,232,
"What to Do with the Dead Kaiju?",movie,"Comedy, Drama, Sci-Fi",2022,tt16245968,4.4,319,
"A Chiara",movie,Drama,2021,tt14324296,6.8,2444,
"No Exit",movie,"Drama, Horror, Mystery",2022,tt7550014,6.1,35635,
"Tom and Sawyer in the City",movie,,2021,,,,
"First Love",movie,Romance,2022,tt14726510,4.8,1948,
"Ted Bundy: American Boogeyman",movie,"Biography, Crime, Drama",2021,tt14538850,3.9,1980,
Snakehead,movie,"Action, Crime, Drama",2021,tt4181232,5.2,900,
"A Fang-tastic Halloween",movie,"Adventure, Animation, Comedy",2020,tt13385016,5.8,30,
"He Went That Way",movie,"Crime, Drama, Thriller",2023,tt14772014,5.1,1647,
"The Shaman's Daughter",movie,"Drama, Sci-Fi",2021,tt32560361,5.7,8,
"Osaka Loan Shark",movie,"Action, Crime",2021,,,,
"新テニスの王子様 氷帝 vs 立海 Game of Future 後篇",movie,,2021,,,,
"Not Okay",movie,"Comedy, Drama, Thriller",2022,tt14814040,6.1,19969,
"Maximum Truth",movie,Comedy,2023,tt14825364,4.5,523,
"Left for Dead: The Ashley Reeves Story",movie,"Drama, Thriller",2021,tt14490908,6.3,680,
Shukatsu,movie,Mystery,2016,,,,
Stopmotion,movie,"Horror, Thriller",2023,tt14852624,5.6,9363,
"El Mercenario 2",movie,Action,2014,tt6854458,,,
"Tu prima, tu hermana, la gata y tu mamá también",movie,Comedy,2002,tt13660588,,,
"The Storied Life of A.J. Fikry",movie,"Comedy, Drama",2022,tt10643926,6.7,3412,
Transfusion,movie,"Action, Crime, Drama",2023,tt14873054,5.1,3426,
Yakuza,movie,,2020,,,,
"Ronin Pop",movie,,2011,,,,
"Poker Face",movie,"Action, Crime, Thriller",2022,tt14714980,5.2,14489,
Supercell,movie,"Action, Adventure, Drama",2023,tt10559102,4.4,3596,
"Survive! In the Deep Sea",movie,,2021,,,,
"BanG Dream! Episode of Roselia II: Song I am.",movie,"Animation, Drama, Music",2021,tt14147078,7.8,44,
"Princess Principal Crown Handler: Chapter 2",movie,"Action, Adventure, Animation",2021,tt14031960,7.7,82,
Hinterland,movie,"Crime, Drama, History",2021,tt13450470,6.2,1723,
"Blackpink: The Movie",movie,"Documentary, Music",2021,tt14880612,6.8,1641,
"Cat Person",movie,"Comedy, Drama, Thriller",2023,tt14647404,6,7322,
"Something in the Dirt",movie,"Comedy, Horror, Mystery",2022,tt14895716,5.8,5892,
"White Elephant",movie,"Action, Thriller",2022,tt14686544,4.5,5306,
"Butcher's Crossing",movie,"Adventure, Drama, Western",2022,tt1462759,5.6,6080,
"Space Oddity",movie,"Comedy, Romance, Sci-Fi",2022,tt6317762,5.5,1621,
Charlotte,movie,"Animation, Biography, Drama",2021,tt5806814,6.4,535,
"Realm of Terracotta",movie,"Action, Adventure, Animation",2021,tt10075380,6.2,389,
"The Ghost Station",movie,"Horror, Mystery, Thriller",2022,tt22505124,4.7,736,
"The Friendship Game",movie,"Horror, Sci-Fi",2022,tt7339862,3.2,1571,
"Sam & Kate",movie,"Comedy, Drama, Romance",2022,tt14850544,6.2,2196,
Taurus,movie,"Biography, Drama, Music",2022,tt14921570,4.6,1368,
"Hero of Heroes",movie,Animation,2022,,,,
"Underdog: Part Two",movie,"Drama, Sport",2020,tt14051624,6.8,41,
"The Three Musketeers - Part II: Milady",movie,"Action, Adventure, Drama",2023,tt12672620,6.4,9916,
"Apparel Designer",movie,Drama,2020,,,,
"The Champion",movie,"Biography, Drama, History",2020,tt11369540,6.7,2142,
"Mr. Zombie",movie,"Action, Fantasy, Horror",2021,,,,
"Himitsu no Akko-chan",movie,"Animation, Fantasy, Short",1989,tt10150228,,,
"Akko-chan's Got a Secret! – The Sea! The Specters!! The Summer Festival",movie,Animation,1989,,,,
"Mad God",movie,"Animation, Fantasy, Horror",2021,tt15090124,6.8,17330,
"One True Loves",movie,"Comedy, Drama, Romance",2023,tt14770620,5.5,2998,
Usogui,movie,Thriller,2022,tt5715464,5.6,474,
"Baby Assassins",movie,"Action, Comedy, Crime",2021,tt15028452,6.4,1595,
"My Father's Tracks",movie,Drama,2021,,,,
"Moonlight Shadow",movie,Drama,2021,tt15442580,5.4,204,
"Sly Lives! (aka the Burden of Black Genius)",movie,"Documentary, Music",2025,tt26424928,7.7,383,
Piggy,movie,"Drama, Horror, Thriller",2022,tt10399608,6.2,14671,
"Black Site",movie,"Action, Thriller",2022,tt13918550,4.4,4338,
Noise,movie,"Action, Crime, Thriller",2022,tt15215468,6.2,275,
Firebrand,movie,"Drama, History",2023,tt15000156,6.3,4726,
"Flux Gourmet",movie,"Comedy, Drama, Horror",2022,tt15010292,5.8,3378,
"Making of Cutie Honey",movie,Documentary,2004,,,,
"The Wandering Moon",movie,"Drama, Mystery",2022,tt15150608,6.9,875,
"Mirage Queen Prefers Circus",movie,"Adventure, Animation, Fantasy",2022,tt15783458,4.5,11,
"Alice, Darling",movie,"Drama, Mystery, Romance",2022,tt11687104,5.6,12861,
Risen,movie,"Drama, Sci-Fi, Thriller",2021,tt4940336,3.5,3420,
"The Long Season Revue",movie,"Documentary, Music",2006,,,,
"The Labyrinth",movie,"Fantasy, Horror",2021,tt16303324,3.6,177,
"There's no honor or any of that shit!",movie,,2021,,,,
"Love, Life and Goldfish",movie,"Musical, Romance",2021,tt13978188,6.5,77,
Kompromat,movie,"Drama, Thriller",2022,tt13349892,6.4,3060,
"She Will",movie,"Drama, Horror, Mystery",2021,tt9340916,5.5,3410,
"Kaguya-sama: Love Is War - Final",movie,"Comedy, Drama, Romance",2021,tt13799986,5.9,143,
"Lord of Misrule",movie,Horror,2023,tt11893676,5.3,2582,
"And So the Baton Is Passed",movie,Drama,2021,tt14605210,6.7,401,
"Honey Lemon Soda",movie,"Comedy, Drama, Romance",2021,tt14311250,5.6,244,
"Ox-Head Village",movie,"Horror, Mystery",2022,tt15458866,4.9,522,
"Senritsu Kaiki File Kowasugi File 02: Shivering Ghost",movie,"Horror, Thriller",2012,tt14726856,6,172,
"Senritsu Kaiki File Kowasugi File 03: Legend of a Human-Eating Kappa",movie,Horror,2013,tt14728196,6.1,150,
Sundown,movie,"Drama, Mystery",2021,tt15115280,6.5,7624,
"Kamen Rider Revice: The Movie",movie,"Action, Short",2021,tt15113228,5.9,34,
Indemnity,movie,"Action, Crime, Thriller",2021,tt7914022,4.8,557,
"Hallelujah: Leonard Cohen, a Journey, a Song",movie,"Biography, Documentary, History",2021,tt7600742,7.6,1547,
"A Janitor",movie,"Action, Drama",2021,tt15029508,5.5,260,
"Rise of the Footsoldier: Origins",movie,"Action, Comedy, Crime",2021,tt12982370,5.8,3730,
"Senritsu Kaiki File Kowasugi: The Most Terrifying Movie in History",movie,Horror,2014,tt14752818,6.3,129,
"Senritsu Kaiki File Kowasugi: Final Chapter",movie,"Horror, Sci-Fi",2015,tt14764558,6.6,96,
"Pinball: The Man Who Saved the Game",movie,"Biography, Comedy, Drama",2022,tt13365876,7,4592,
"Senritsu Kaiki File Super Kowa Too! Fear Adventure: Kokkuri-san",movie,Horror,2015,tt14765372,6.2,73,
"Senritsu Kaiki File Super Kowa Too! Dark Mystery: Snake Woman",movie,Horror,2015,tt14765414,6.3,71,
"Jōmon ni hamaru hitobito",movie,Documentary,2018,,,,
Dashcam,movie,Horror,2021,tt15174116,4.5,7013,
"Harry & Meghan: Escaping the Palace",movie,Drama,2021,tt12821362,2.6,1438,
"Murder on Maple Drive",movie,"Crime, Drama, Horror",2021,tt15185904,5.1,368,
"Hold Your Fire",movie,"Crime, Documentary, History",2021,tt15196796,6.8,290,
"Skeleton Flower",movie,Drama,2021,tt18566518,6.4,38,
"The Sound of Grass",movie,Drama,2021,tt15327700,6.7,46,
"The Free Fall",movie,"Drama, Horror, Mystery",2021,tt10703978,4.6,2163,
Summering,movie,Drama,2022,tt15208276,4.4,504,
Crush,movie,"Comedy, Romance",2022,tt15096128,6.3,10751,
Bromates,movie,Comedy,2022,tt15131130,4,767,
"Private Property",movie,"Drama, Horror, Thriller",2022,tt15167994,3.9,1893,
"The Accursed",movie,"Drama, Horror, Mystery",2021,tt5737388,4.3,7079,
Swim,movie,"Action, Horror",2021,tt14973630,2.8,1100,
"New Moon Hotel",movie,"Drama, Romance",2019,tt12525588,3.7,116,
"Kamen Rider Zero-One Others: Kamen Rider Vulcan & Valkyrie",movie,"Action, Sci-Fi",2021,tt14376940,7.4,63,
"You Can't Kill Meme",movie,Documentary,2021,tt14998880,3.7,179,
"When You Wish Upon A Star",movie,Animation,2021,,,,
"Bar Fight!",movie,Comedy,2022,tt15250656,4.8,671,
"Ai nanoni",movie,"Comedy, Drama, Romance",2022,tt21915512,6.5,132,
"A Day to Die",movie,"Action, Crime, Drama",2022,tt14412366,3.5,5276,
"Pinkerton ni aini iku",movie,Comedy,2018,tt7563496,3.6,112,
Planetário,movie,Short,2021,tt15393770,,,
"The Last Mark",movie,"Action, Crime, Thriller",2022,tt12773826,4.4,324,
Nightride,movie,"Crime, Drama, Thriller",2021,tt15298578,5.5,983,
"Darwin is here! new african legend",movie,"Documentary, TV Movie",2019,,,,
"Blue Thermal",movie,"Animation, Drama, Romance",2022,tt15304756,6.5,428,
Biosphere,movie,"Comedy, Drama, Fantasy",2022,tt15301000,5.5,2731,
"The Last Victim",movie,"Action, Adventure, Crime",2021,tt11242718,5,1150,
"Shinema no tenshi",movie,"Drama, Fantasy, Mystery",2015,tt4686814,7,12,
"Radio Love",movie,"Comedy, Drama, Fantasy",2012,tt2397180,,,
"Left of Chopin",movie,Drama,2020,,,,
"Tales of the Undeparted",movie,Horror,2021,tt15044682,5.5,10,
"TATSUJIN THE MASTER",movie,Thriller,2021,,,,
"Bakumatsu jyunjyoden",movie,Romance,1991,tt0101403,5.5,31,
"Kamen Rider Saber: Trio of Deep Sin",movie,"Action, Fantasy",2022,tt18766736,8.4,67,
"The Passenger",movie,"Comedy, Horror, Sci-Fi",2021,tt12678146,5.3,1671,
"Remember Me: The Mahalia Jackson Story",movie,"Biography, Drama, Music",2022,tt13880832,5.8,189,
"Master Gardener",movie,"Drama, Mystery, Thriller",2022,tt15342244,6.1,12013,
Bitterbrush,movie,Documentary,2021,tt14299618,7.1,129,
"Vacation Friends 2",movie,"Action, Adventure, Comedy",2023,tt15351980,5.4,9510,
Hazard,movie,"Action, Comedy",2022,tt14683284,5.9,781,
"A Man",movie,"Drama, Mystery, Romance",2022,tt20251822,6.9,1762,
"Someone You Loved",movie,Romance,2023,tt26351536,6.3,91,
Sanctuary,movie,"Drama, Thriller",2022,tt15364972,6.2,10565,
"The Honeymoon",movie,Comedy,2022,tt14781026,4.1,1074,
"Corrective Measures",movie,"Action, Sci-Fi",2022,tt15391770,4.3,5260,
Resurrection,movie,"Crime, Drama, Horror",2022,tt11540726,5.9,12905,
"Hotel Iris",movie,Drama,2021,tt14246570,5.4,62,
"Smoking Causes Coughing",movie,"Comedy, Horror, Sci-Fi",2022,tt15471560,6.5,5669,
"映画 おかあさんといっしょ　ヘンテコ世界からの脱出！",movie,Family,2021,,,,
"The Old Way",movie,"Action, Drama, Western",2023,tt8593824,5.5,9917,
"Digimon Adventure 02: The Beginning",movie,"Action, Adventure, Animation",2023,tt22474136,6.2,625,
"A Holiday in Harlem",movie,"Drama, Romance",2021,tt15485160,5.5,681,
"Christmas Sail",movie,"Drama, Romance",2021,tt15758364,6.2,1339,
"The Santa Stakeout",movie,"Comedy, Crime, Drama",2021,tt15737510,6.4,1461,
"Gone in the Night",movie,"Mystery, Thriller",2022,tt15426294,4.9,7015,
"Ip Man: The Awakening",movie,Action,2021,tt21028848,4.7,1200,
"Make the Devil Laugh",movie,"Crime, Drama",2021,tt15348198,7.1,12,
"Journey Beyond the Night",movie,"Fantasy, Thriller",2021,tt15348354,6,27,
"Ôsaka shôjo",movie,Drama,2020,tt13420174,5.9,110,
"That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond",movie,"Action, Adventure, Animation",2022,tt15467380,6.9,2321,
"I Love My Dad",movie,"Comedy, Drama, Romance",2022,tt14935966,6.3,3508,
"Ring Wandering",movie,"Drama, Fantasy",2021,tt15485264,7,82,
Contorted,movie,"Horror, Mystery",2022,tt21263500,4.6,190,
"Just Remembering",movie,Romance,2021,tt15621370,6.9,656,
"Intimate Stranger",movie,Thriller,2021,tt15630786,6.4,24,
