title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Great Expectations",movie,"Drama, Romance",1998,tt0119223,6.8,58138,
"The Full Monty",movie,"Comedy, Drama",1997,tt0119164,7.2,116473,
"Brassed Off",movie,"Comedy, Drama, Music",1996,tt0115744,7.2,21472,
"The Crow: Salvation",movie,"Action, Crime, Fantasy",2000,tt0132910,4.9,13253,
"Black Mask",movie,"Action, Adventure, Comedy",1996,tt0115693,6,12582,
"Enter the Dragon",movie,"Action, Crime, Thriller",1973,tt0070034,7.6,115804,
"The Way of the Dragon",movie,"Action, Adventure, Comedy",1972,tt0068935,7.2,42514,
"He Got Game",movie,"Drama, Sport",1998,tt0124718,6.9,52845,
"Dodgeball: A True Underdog Story",movie,"Comedy, Sport",2004,tt0364725,6.7,274312,
"South Park: Bigger, Longer & Uncut",movie,"Animation, Comedy, Fantasy",1999,tt0158983,7.7,219263,
Daredevil,movie,"Action, Crime",2003,tt0287978,5.3,234233,
"Spy Kids 2: Island of Lost Dreams",movie,"Action, Adventure, Comedy",2002,tt0287717,5.3,75822,
"You've Got Mail",movie,"Comedy, Drama, Romance",1998,tt0128853,6.7,236211,
Scanners,movie,"Horror, Sci-Fi, Thriller",1981,tt0081455,6.7,64161,
"The Exorcist",movie,Horror,1973,tt0070047,8.1,472980,
"That Thing You Do!",movie,"Comedy, Drama, Music",1996,tt0117887,7,75683,
"Hot Shots!",movie,"Action, Comedy",1991,tt0102059,6.7,119856,
"The Fast and the Furious: Tokyo Drift",movie,"Action, Crime, Thriller",2006,tt0463985,6.1,311741,
"The Negotiator",movie,"Action, Crime, Drama",1998,tt0120768,7.3,159062,
"The Italian Job",movie,"Action, Crime, Thriller",2003,tt0317740,7,396680,
"Mad Max",movie,"Action, Adventure, Sci-Fi",1979,tt0079501,6.8,236807,
"Ju-On: The Grudge 2",movie,"Drama, Horror, Mystery",2003,tt0367913,6.3,11439,
"Ring 2",movie,"Horror, Mystery, Sci-Fi",1999,tt0218553,5.9,15196,
"Ring 0: Birthday",movie,"Horror, Mystery, Thriller",2000,tt0235712,5.9,10235,
"Children of Men",movie,"Drama, Sci-Fi, Thriller",2006,tt0206634,7.9,543994,
"One Missed Call",movie,"Horror, Mystery",2003,tt0366292,6.2,19909,
"Blood In, Blood Out",movie,"Biography, Crime, Drama",1993,tt0106469,7.9,35740,US
Swordfish,movie,"Action, Crime, Thriller",2001,tt0244244,6.5,199422,
Spiral,movie,"Drama, Fantasy, Horror",1998,tt0134928,5.2,4227,
"Home Alone 3",movie,"Action, Comedy, Crime",1997,tt0119303,4.6,131909,
"Hope Floats",movie,"Drama, Romance",1998,tt0119313,6,31444,
"Talladega Nights: The Ballad of Ricky Bobby",movie,"Comedy, Sport",2006,tt0415306,6.6,205834,
"Demolition Man",movie,"Action, Sci-Fi, Thriller",1993,tt0106697,6.7,200660,
Hannibal,movie,"Crime, Drama, Thriller",2001,tt0212985,6.8,302338,
"Epic Movie",movie,"Adventure, Comedy, Fantasy",2007,tt0799949,2.4,111026,
"Step Up",movie,"Crime, Drama, Music",2006,tt0462590,6.5,129925,
"The Fast and the Furious",movie,"Action, Crime, Thriller",2001,tt0232500,6.8,433925,
"The Rock",movie,"Action, Adventure, Thriller",1996,tt0117500,7.4,367210,
"The Incredibles",movie,"Action, Adventure, Animation",2004,tt0317705,8,844653,
"Happy Feet",movie,"Adventure, Animation, Comedy",2006,tt0366548,6.4,205542,
"Grandma's Boy",movie,Comedy,2006,tt0456554,6.9,90349,
Ultraviolet,movie,"Action, Sci-Fi",2006,tt0370032,4.4,85008,
"The Postman",movie,"Action, Adventure, Drama",1997,tt0119925,6.1,80878,
"The Good Girl",movie,"Drama, Romance",2002,tt0279113,6.4,48432,
"Just My Luck",movie,"Comedy, Fantasy, Romance",2006,tt0397078,5.5,63288,
"My Lucky Stars",movie,"Action, Comedy, Crime",1985,tt0089177,6.3,6321,
"District B13",movie,"Action, Crime, Sci-Fi",2004,tt0414852,7.1,75276,
"Spy Kids",movie,"Action, Adventure, Comedy",2001,tt0227538,5.6,130778,
"9½ Weeks",movie,"Drama, Romance",1986,tt0091635,5.9,45033,
"Date Movie",movie,"Comedy, Romance",2006,tt0466342,2.8,63054,
"Empire of the Sun",movie,"Drama, War",1987,tt0092965,7.7,137591,
"Shinobi: Heart Under Blade",movie,"Action, Drama, Fantasy",2005,tt0475723,6.8,13052,
"White Men Can't Jump",movie,"Comedy, Sport",1992,tt0105812,6.8,101292,
"My Left Foot",movie,"Biography, Drama",1989,tt0097937,7.8,81920,
"A Walk to Remember",movie,"Drama, Romance",2002,tt0281358,7.3,225777,
"Funny Games",movie,"Crime, Drama, Thriller",1997,tt0119167,7.5,89041,
"The Shaolin Temple",movie,"Action, Comedy, Drama",1982,tt0079891,6.8,4918,
"The Ides of March",movie,"Drama, Thriller",2011,tt1124035,7.1,234497,
Dobermann,movie,"Action, Comedy, Crime",1997,tt0118996,6.5,19165,
"Purple Noon",movie,"Crime, Drama, Thriller",1960,tt0054189,7.7,21907,
"Hanging Up",movie,"Comedy, Drama",2000,tt0162983,4.9,13419,
"When a Man Loves a Woman",movie,"Drama, Romance",1994,tt0111693,6.6,24137,
"The Road to Wellville",movie,"Comedy, Drama",1994,tt0111001,5.9,13557,
"Drop Dead Gorgeous",movie,"Comedy, Romance, Thriller",1999,tt0157503,6.7,42576,
"Perfect Blue",movie,"Animation, Crime, Drama",1997,tt0156887,8,105065,
"Sherlock Holmes",movie,"Action, Adventure, Mystery",2009,tt0988045,7.6,686386,
"Death and the Maiden",movie,"Drama, Mystery, Thriller",1994,tt0109579,7.2,27737,
"The Crow: City of Angels",movie,"Action, Crime, Fantasy",1996,tt0115986,4.6,22756,
"Child's Play",movie,"Horror, Thriller",1988,tt0094862,6.7,123576,
Hitman,movie,"Action, Comedy, Crime",1998,tt0163818,6.1,5696,
"Once Upon a Time in China and America",movie,"Action, Adventure, History",1997,tt0120530,6.3,4443,
"Mean Girls",movie,Comedy,2004,tt0377092,7.1,456507,
Threesome,movie,"Comedy, Drama, Romance",1994,tt0111418,6.3,13959,
"Magnum Force",movie,"Action, Crime, Mystery",1973,tt0070355,7.2,68839,
"The Enforcer",movie,"Action, Crime, Thriller",1976,tt0074483,6.7,50844,
"Sudden Impact",movie,"Action, Crime, Thriller",1983,tt0086383,6.6,50305,
"The Dead Pool",movie,"Action, Crime, Mystery",1988,tt0094963,6.3,50503,
"The Waterboy",movie,"Comedy, Sport",1998,tt0120484,6.2,184178,
[Rec]²,movie,"Horror, Thriller",2009,tt1245112,6.5,81048,
WALL·E,movie,"Adventure, Animation, Family",2008,tt0910970,8.4,1247058,
"The Client",movie,"Crime, Drama, Mystery",1994,tt0109446,6.7,75943,
"Police Story 2",movie,"Action, Comedy, Crime",1988,tt0095403,7.1,23581,
Waitress,movie,"Comedy, Drama, Romance",2007,tt0473308,7,49799,
"Infernal Affairs",movie,"Crime, Drama, Mystery",2002,tt0338564,8,134137,
Showgirls,movie,Drama,1995,tt0114436,5.1,77513,
"Dr. Dolittle 2",movie,"Comedy, Family, Fantasy",2001,tt0240462,4.7,48425,
"Water Lilies",movie,"Drama, Romance",2007,tt0869977,6.7,14278,
"The Draughtsman's Contract",movie,"Comedy, Drama, Mystery",1982,tt0083851,7.2,11427,
Revolver,movie,"Action, Crime, Drama",2005,tt0365686,6.3,105438,
Malena,movie,"Drama, Romance, War",2000,tt0213847,7.4,117673,
"Exit Wounds",movie,"Action, Crime, Thriller",2001,tt0242445,5.6,37582,
Shutter,movie,"Horror, Mystery, Thriller",2008,tt0482599,5.2,38413,
"I Am Sam",movie,Drama,2001,tt0277027,7.6,157831,
"Armour of God",movie,"Action, Adventure, Comedy",1986,tt0091431,6.9,22956,
"Farewell My Concubine",movie,"Drama, Music, Romance",1993,tt0106332,8.1,34689,
"Wonder Boys",movie,"Comedy, Drama",2000,tt0185014,7.2,67555,
"The Relic",movie,"Horror, Mystery, Sci-Fi",1997,tt0120004,5.8,31112,
"Billy Madison",movie,Comedy,1995,tt0112508,6.4,161072,
Thirteen,movie,Drama,2003,tt0328538,6.8,102204,
"The Notebook",movie,"Drama, Romance",2004,tt0332280,7.8,648233,
Taxi,movie,"Action, Comedy, Crime",2004,tt0316732,4.6,45918,
"Interstella 5555: The 5tory of the 5ecret 5tar 5ystem",movie,"Adventure, Animation, Music",2003,tt0368667,7.8,16816,
"National Security",movie,"Action, Comedy, Crime",2003,tt0271668,5.6,55891,
Stalingrad,movie,"Drama, War",1993,tt0108211,7.5,38767,
Supercop,movie,"Action, Comedy, Crime",1992,tt0104558,7,25223,
"My Sassy Girl",movie,"Comedy, Drama, Romance",2001,tt0293715,7.9,51482,
"Child's Play 2",movie,"Horror, Thriller",1990,tt0099253,6,60601,
"Child's Play 3",movie,"Horror, Thriller",1991,tt0103956,5.2,48484,
"Wheels on Meals",movie,"Action, Comedy, Crime",1984,tt0087578,7,15915,
"Shall We Dance?",movie,"Comedy, Drama, Music",1996,tt0117615,7.7,11966,
"Meet Dave",movie,"Adventure, Comedy, Family",2008,tt0765476,5.1,44653,
"The Cannonball Run",movie,"Action, Comedy, Sport",1981,tt0082136,6.2,41526,
"Dead or Alive",movie,"Action, Crime, Drama",1999,tt0221111,6.7,8752,
"Shutter Island",movie,"Drama, Mystery, Thriller",2010,tt1130884,8.2,1528406,
"A Bittersweet Life",movie,"Action, Crime, Drama",2005,tt0456912,7.5,44434,
"The Count of Monte Cristo",movie,"Action, Adventure, Drama",2002,tt0245844,7.7,153576,
House,movie,"Comedy, Fantasy, Horror",1985,tt0091223,6.1,31186,
"The Mission",movie,"Adventure, Drama, History",1986,tt0091530,7.4,67799,
"A Better Tomorrow",movie,"Action, Crime, Drama",1986,tt0092263,7.4,26442,
"Sweet Home Alabama",movie,"Comedy, Romance",2002,tt0256415,6.2,127364,
"The Young Master",movie,"Action, Adventure, Comedy",1980,tt0081499,7,8570,
"Hellraiser III: Hell on Earth",movie,Horror,1992,tt0104409,5.5,36357,
"Are We There Yet?",movie,"Adventure, Comedy, Family",2005,tt0368578,4.8,35439,
"The Dark Crystal",movie,"Adventure, Family, Fantasy",1982,tt0083791,7.1,73990,
Ran,movie,"Action, Drama, War",1985,tt0089881,8.2,141789,
"Infernal Affairs II",movie,"Action, Crime, Drama",2003,tt0369060,7.2,20353,
Casshern,movie,"Action, Drama, Fantasy",2004,tt0405821,6,13909,
"The Commitments",movie,"Comedy, Drama, Music",1991,tt0101605,7.6,40203,
"xXx: State of the Union",movie,"Action, Adventure, Crime",2005,tt0329774,4.5,74869,
"Fist of Fury",movie,"Action, Drama, Romance",1972,tt0068767,7.2,35319,
"Mona Lisa Smile",movie,Drama,2003,tt0304415,6.6,94789,
"The 36th Chamber of Shaolin",movie,"Action, Adventure, Drama",1978,tt0078243,7.6,19117,
Suspiria,movie,Horror,1977,tt0076786,7.3,110894,
"Bullet in the Head",movie,"Action, Crime, Drama",1990,tt0099426,7.5,12077,
"Capricorn One",movie,"Action, Adventure, Drama",1977,tt0077294,6.8,25891,
"When the Cat's Away",movie,"Comedy, Romance",1996,tt0115856,6.9,3665,
"Thirteen Days",movie,"Drama, History, Thriller",2000,tt0146309,7.3,64361,
"Just Married",movie,"Comedy, Romance",2003,tt0305711,5.5,75800,
"The Quick and the Dead",movie,"Action, Drama, Romance",1995,tt0114214,6.5,106737,
"Body of Lies",movie,"Action, Drama, Thriller",2008,tt0758774,7,243974,
"Ghost in the Shell 2: Innocence",movie,"Animation, Drama, Mystery",2004,tt0347246,7.4,41283,
"The Hurt Locker",movie,"Drama, Thriller, War",2008,tt0887912,7.5,482212,
"Dark Water",movie,"Drama, Horror, Mystery",2002,tt0308379,6.7,35993,
"Spy Kids 3: Game Over",movie,"Action, Adventure, Comedy",2003,tt0338459,4.4,68354,
"Harry Potter and the Deathly Hallows: Part 1",movie,"Adventure, Family, Fantasy",2010,tt0926084,7.7,624484,
"Harry Potter and the Deathly Hallows: Part 2",movie,"Adventure, Family, Fantasy",2011,tt1201607,8.1,986293,
"The Big Boss",movie,"Action, Crime, Drama",1971,tt0067824,6.9,30462,
"The Twilight Samurai",movie,"Drama, Romance",2002,tt0351817,8.1,26193,
Shocker,movie,"Comedy, Horror, Thriller",1989,tt0098320,5.5,18449,
"The Black Tulip",movie,"Action, Adventure, Comedy",1964,tt0058692,6.6,2971,
"Street Fighter II: The Animated Movie",movie,"Action, Adventure, Animation",1994,tt0114563,7.2,10302,
"La Belle Noiseuse",movie,Drama,1991,tt0101428,7.5,9845,
"Il Mare",movie,"Drama, Fantasy, Romance",2000,tt0282599,7.5,9725,
"The Secret Life of Bees",movie,Drama,2008,tt0416212,7.2,28660,
"The Place Promised in Our Early Days",movie,"Animation, Drama, Romance",2004,tt0381348,6.8,15592,
"Sweet Rain: Accuracy of Death",movie,"Comedy, Drama, Fantasy",2008,tt1067086,6.8,1261,
"Son in Law",movie,"Comedy, Drama, Romance",1993,tt0108186,5.9,23603,
"Friday the 13th",movie,"Horror, Mystery, Thriller",2009,tt0758746,5.5,121128,
"FernGully: The Last Rainforest",movie,"Adventure, Animation, Family",1992,tt0104254,6.6,35371,
Annapolis,movie,"Drama, Romance, Sport",2006,tt0417433,5.8,22229,
"Let the Right One In",movie,"Drama, Fantasy, Horror",2008,tt1139797,7.8,232203,
"Big Bang Love, Juvenile A",movie,"Drama, Fantasy",2006,tt0497876,6.7,2135,
"Game of Death",movie,"Action, Crime, Drama",1978,tt0077594,5.9,23052,
"The Tit and the Moon",movie,"Comedy, Romance",1994,tt0111403,6.3,3506,
"Transporter 3",movie,"Action, Thriller",2008,tt1129442,6.1,180561,
"Always: Sunset on Third Street",movie,"Comedy, Drama, Family",2005,tt0488870,7.7,2565,
"Star Trek",movie,"Action, Adventure, Sci-Fi",2009,tt0796366,7.9,627567,
"When in Rome",movie,"Comedy, Romance",2010,tt1185416,5.5,65655,
"Five Deadly Venoms",movie,"Action, Drama, Mystery",1978,tt0077559,7,8279,
Drumline,movie,"Comedy, Drama, Music",2002,tt0303933,6,36764,
"Man of the House",movie,"Comedy, Crime",2005,tt0331933,5.5,25816,
"Empire Records",movie,"Comedy, Drama, Music",1995,tt0112950,6.7,64288,
"The Changeling",movie,"Horror, Mystery",1980,tt0080516,7.1,42028,
Labyrinth,movie,"Adventure, Family, Fantasy",1986,tt0091369,7.3,155996,
"Fast & Furious",movie,"Action, Thriller",2009,tt1013752,6.5,320627,
Exiled,movie,"Action, Crime, Drama",2006,tt0796212,7.2,9914,
RocknRolla,movie,"Action, Crime, Thriller",2008,tt1032755,7.2,269435,
Knowing,movie,"Mystery, Sci-Fi, Thriller",2009,tt0448011,6.2,254098,
Defiance,movie,"Action, Drama, History",2008,tt1034303,7.1,158123,
"The Chaser",movie,"Action, Crime, Drama",2008,tt1190539,7.8,75687,
Madadayo,movie,Drama,1993,tt0107474,7.3,6373,
"The Machine Girl",movie,"Action, Comedy, Horror",2008,tt1050160,5.9,10919,
"First Daughter",movie,"Comedy, Drama, Romance",2004,tt0361620,5.2,29418,
"Bottle Shock",movie,"Comedy, Drama",2008,tt0914797,6.8,18441,
"One Missed Call 2",movie,"Horror, Mystery",2005,tt0451010,5.3,3774,
"The Great Debaters",movie,"Biography, Drama, Romance",2007,tt0427309,7.5,64646,
.45,movie,"Crime, Drama, Thriller",2006,tt0259822,5.5,9056,
"The Girl Who Leapt Through Time",movie,"Adventure, Animation, Comedy",2006,tt0808506,7.7,72782,
"9th Company",movie,"Action, Drama, History",2005,tt0417397,7.1,22022,
"Bad Boy Bubby",movie,"Comedy, Crime, Drama",1993,tt0106341,7.3,15478,
"Ninja Scroll",movie,"Action, Adventure, Animation",1993,tt0107692,7.8,42428,
"Marley & Me",movie,"Drama, Family",2008,tt0822832,7,171200,
"Infernal Affairs III",movie,"Action, Crime, Drama",2003,tt0374339,6.8,15136,
"Red Shadow: Akakage",movie,"Action, Adventure, Comedy",2001,tt0294280,5.5,972,
Notorious,movie,"Biography, Crime, Drama",2009,tt0472198,6.7,46857,
"I Think I Love My Wife",movie,"Comedy, Drama, Romance",2007,tt0770772,5.5,17753,
"When the Last Sword Is Drawn",movie,"Drama, History",2002,tt0359692,7.4,5462,
"Adrift in Tokyo",movie,Comedy,2007,tt1098226,7.2,3202,
Harakiri,movie,"Drama, Mystery",1962,tt0056058,8.6,77539,
"Stealing Beauty",movie,"Drama, Mystery, Romance",1996,tt0117737,6.5,31301,
"Paul Blart: Mall Cop",movie,"Action, Comedy, Crime",2009,tt1114740,5.3,120267,
"Patlabor: The Movie",movie,"Action, Animation, Crime",1989,tt0100339,7,5878,
"Patlabor 2: The Movie",movie,"Action, Animation, Drama",1993,tt0124770,7.5,4813,
Lassie,movie,"Adventure, Comedy, Drama",2005,tt0431213,6.7,4775,
"Beau Travail",movie,"Drama, War",1999,tt0209933,7.3,16333,
"Nothing But the Truth",movie,"Crime, Drama, Mystery",2008,tt1073241,7.1,40571,
"Afro Samurai: Resurrection",movie,"Action, Adventure, Animation",2009,tt1265998,7.1,9699,
"Ip Man",movie,"Action, Biography, Drama",2008,tt1220719,8,237355,
"Fat Albert",movie,"Comedy, Family, Fantasy",2004,tt0396592,4.4,13253,
"The Sound of Music",movie,"Biography, Drama, Family",1965,tt0059742,8.1,272744,
"Galaxy Express 999",movie,"Action, Adventure, Animation",1979,tt0080772,7.4,2489,
"District 13: Ultimatum",movie,"Action, Crime, Thriller",2009,tt1247640,6.5,46897,
"Lupin III: The Castle of Cagliostro",movie,"Adventure, Animation, Comedy",1979,tt0079833,7.6,34582,
"The Terrible Children",movie,Drama,1950,tt0042436,6.9,4443,
"Bleach: Memories of Nobody",movie,"Action, Adventure, Animation",2006,tt1105263,7.1,5236,
Hinokio,movie,"Drama, Sci-Fi",2005,tt0466375,6.4,634,
"What's Love Got to Do with It",movie,"Biography, Drama, Music",1993,tt0108551,7.3,25594,
Install,movie,Drama,2004,tt0439631,5.7,292,
"The Sky Crawlers",movie,"Animation, Drama, Sci-Fi",2008,tt1056437,6.7,6010,
"Death Note: The Last Name",movie,"Adventure, Crime, Drama",2006,tt0810827,7.2,18015,
"Baby Boy",movie,"Crime, Drama, Romance",2001,tt0255819,6.5,17338,
"Jar City",movie,"Crime, Drama, Mystery",2006,tt0805576,6.8,5700,
"The Diary of Ellen Rimbauer",movie,"Drama, Horror, Mystery",2003,tt0350811,5.4,4186,
"Higher Learning",movie,"Crime, Drama, Thriller",1995,tt0113305,6.5,22152,
"Fantastic Planet",movie,"Animation, Sci-Fi",1973,tt0070544,7.7,39090,
"Mobile Suit Gundam F91",movie,"Action, Animation, Drama",1991,tt0159568,6.4,1085,
"Kinky Boots",movie,"Comedy, Drama, Music",2005,tt0434124,7.1,22087,
Inferno,movie,Horror,1980,tt0080923,6.5,25032,
"WXIII: Patlabor",movie,"Action, Animation, Crime",2001,tt0318819,6.6,1464,
"Dragon Lord",movie,"Action, Comedy, Sport",1982,tt0084266,6.3,4631,
"Little Manhattan",movie,"Comedy, Family, Romance",2005,tt0412922,7.4,25193,
"Life or Something Like It",movie,"Comedy, Romance",2002,tt0282687,5.8,28650,
"Yo-Yo Girl Cop",movie,Action,2006,tt0781084,4.9,1211,
"Bleach the Movie: The DiamondDust Rebellion",movie,"Action, Animation, Thriller",2007,tt1148261,7,3725,
Shutter,movie,"Horror, Mystery, Thriller",2004,tt0440803,7,51019,
"What We Do Is Secret",movie,"Biography, Drama, Music",2007,tt0384683,6.3,2104,
"Eddie Murphy: Raw",movie,"Comedy, Documentary",1987,tt0092948,7.6,21174,
"Bleach: Fade to Black, I Call Your Name",movie,"Action, Animation, Drama",2008,tt1339302,7.1,2917,
"The Princess Blade",movie,"Action, Sci-Fi",2001,tt0310149,5.6,3106,
"Summer Days with Coo",movie,"Adventure, Animation, Comedy",2007,tt1179773,7.4,2245,
"Rough Cut",movie,"Action, Crime, Drama",2008,tt1345734,7,3068,
"Laid to Rest",movie,"Horror, Thriller",2009,tt1228933,5.2,9248,
"District 9",movie,"Action, Sci-Fi, Thriller",2009,tt1136608,7.9,731741,
"King of Hearts",movie,"Comedy, Drama, War",1966,tt0060908,7.3,4540,
"Because of Winn-Dixie",movie,"Comedy, Drama, Family",2005,tt0317132,6.4,13090,
"Golgo 13: The Professional",movie,"Action, Animation, Crime",1983,tt0086148,6.8,3510,
"Tetsuo II: Body Hammer",movie,"Drama, Fantasy, Horror",1992,tt0105569,6.4,5314,
"Tokyo Story",movie,Drama,1953,tt0046438,8.1,72739,
"Land of the Lost",movie,"Action, Adventure, Comedy",2009,tt0457400,5.3,76977,
"The Proposal",movie,"Comedy, Drama, Romance",2009,tt1041829,6.8,376793,
"A Better Tomorrow II",movie,"Action, Crime, Drama",1987,tt0094357,7.2,11722,
"Lovers of 6 Years",movie,Romance,2008,tt1233458,5.8,329,
"Driven to Kill",movie,"Action, Crime, Thriller",2009,tt1227177,4.9,6278,
"My Girl",movie,"Comedy, Romance",2003,tt0399040,7.9,2425,
Gamer,movie,"Action, Sci-Fi, Thriller",2009,tt1034032,5.7,141375,
Bronson,movie,"Action, Crime, Drama",2008,tt1172570,7,144110,
"The Hottest State",movie,"Drama, Music, Romance",2006,tt0496319,6,2947,
"Eye of the Beholder",movie,"Drama, Mystery, Thriller",1999,tt0120662,5,16293,
"Twinkle Twinkle Lucky Stars",movie,"Action, Comedy",1985,tt0090342,6.2,4657,
"Fearless Hyena 2",movie,"Action, Drama",1983,tt0085864,5,1989,
Election,movie,"Crime, Drama, Thriller",2005,tt0434008,7.1,11752,
"To Kill with Intrigue",movie,"Action, Drama",1977,tt0076227,5.3,1443,
"Spiritual Kung Fu",movie,"Action, Comedy, Fantasy",1978,tt0078128,5.8,2622,
"Twin Dragons",movie,"Action, Comedy",1992,tt0105399,6.4,13239,
"Island of Fire",movie,"Action, Crime, Drama",1991,tt0099812,5.7,4090,
Doppelganger,movie,"Horror, Romance, Thriller",1993,tt0106753,4.4,4282,
"The Magnificent Butcher",movie,"Action, Comedy, Drama",1979,tt0079472,7.2,2685,
"Clash of the Titans",movie,"Action, Adventure, Fantasy",2010,tt0800320,5.8,297723,
"Ghost in the Shell: Stand Alone Complex - The Laughing Man",movie,"Action, Animation, Drama",2005,tt1024215,8.1,2243,
"Crime Story",movie,"Action, Crime, Drama",1993,tt0108656,6.7,7803,
"Half a Loaf of Kung Fu",movie,"Action, Comedy",1978,tt0080623,5.6,2228,
"Ghost in the Shell: Stand Alone Complex - Solid State Society",movie,"Action, Adventure, Animation",2006,tt0856797,7.8,7655,
Angst,movie,"Drama, Horror, Thriller",1983,tt0165623,7.2,14633,
Alice,movie,"Adventure, Animation, Fantasy",1988,tt0095715,7.4,14488,
"Little Otik",movie,"Animation, Comedy, Drama",2000,tt0228687,7.3,7101,
"Otakus in Love",movie,"Comedy, Drama, Romance",2004,tt0435107,6.6,592,
"Johnson Family Vacation",movie,Comedy,2004,tt0359517,4.6,8625,
"The Beyond",movie,Horror,1981,tt0082307,6.6,26357,
"Battle Creek Brawl",movie,"Action, Comedy, Crime",1980,tt0080436,5.7,6082,
"The Fearless Hyena",movie,"Action, Comedy",1979,tt0079315,6.6,5666,
"Cyborg She",movie,"Action, Comedy, Romance",2008,tt0929860,6.9,4334,
"It's Only Talk",movie,Drama,2005,tt0461526,7.1,370,
Friend,movie,"Action, Crime, Drama",2001,tt0281718,7.2,5435,
Yamato,movie,"Drama, History, War",2005,tt0451845,6.4,2488,
"Revolutionary Girl Utena: The Movie",movie,"Action, Adventure, Animation",1999,tt0243558,7.2,1904,
"Fist of the North Star",movie,"Action, Animation, Drama",1986,tt0142371,7.1,7511,
